delta_id,end,family,fraction_global_delta_norm_sq,group,group_type,l2_norm,parameter_count,previous_round_cosine,relative_l2,rms,round,start,start_l2_norm
solver_full_r2,a2,solver_full,0.06643502779164966,embedding,layer,0.06763377420780968,388956160,0.33151938105385464,0.00015156751385997879,3.429361724536065e-06,2,base,446.22869693759816
solver_full_r3,a3,solver_full,0.0602729409028814,embedding,layer,0.06258981555708955,388956160,0.3247362863211084,0.00014026398567961728,3.1736084571851378e-06,3,base,446.22869693759816
solver_full_r4,a4,solver_full,0.06934052646319325,embedding,layer,0.06507826849109229,388956160,0.3208385490593832,0.00014584061701480622,3.2997851395473808e-06,4,base,446.22869693759816
solver_full_r5,a5,solver_full,0.05459740312227787,embedding,layer,0.0581567832017999,388956160,0.27946026017864767,0.00013032954536747936,2.9488321281849316e-06,5,base,446.22869693759816
questioner_full_r1,q1,questioner_full,0.0,final_norm,layer,0.0,2560,,0.0,0.0,1,base,141.06013926912522
questioner_full_r2,q2,questioner_full,8.942108627102926e-10,final_norm,layer,3.0517578125e-05,2560,0.0,2.1634444913439547e-07,6.03156597169567e-07,2,q1,141.06013926912522
questioner_full_r3,q3,questioner_full,8.672965133312971e-10,final_norm,layer,3.0517578125e-05,2560,-1.0,2.1634444913439547e-07,6.03156597169567e-07,3,q2,141.06013926912522
questioner_full_r4,q4,questioner_full,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,4,q3,141.06013926912522
questioner_full_r5,q5,questioner_full,8.494385284847511e-10,final_norm,layer,3.0517578125e-05,2560,0.0,2.1634444913439547e-07,6.03156597169567e-07,5,q4,141.06013926912522
solver_rank1_r1,r1,solver_rank1,0.0,final_norm,layer,0.0,2560,,0.0,0.0,1,base,141.06013926912522
solver_rank1_r2,r2,solver_rank1,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,2,base,141.06013926912522
solver_rank1_r3,r3,solver_rank1,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,3,base,141.06013926912522
solver_rank1_r4,r4,solver_rank1,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,4,base,141.06013926912522
solver_rank1_r5,r5,solver_rank1,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,5,base,141.06013926912522
solver_full_r1,a1,solver_full,0.0,final_norm,layer,0.0,2560,,0.0,0.0,1,base,141.06013926912522
solver_full_r2,a2,solver_full,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,2,base,141.06013926912522
solver_full_r3,a3,solver_full,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,3,base,141.06013926912522
solver_full_r4,a4,solver_full,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,4,base,141.06013926912522
solver_full_r5,a5,solver_full,0.0,final_norm,layer,0.0,2560,0.0,0.0,0.0,5,base,141.06013926912522
questioner_full_r1,q1,questioner_full,0.019210025399322508,layer_00,layer,0.02185912038212368,100930816,,9.119709138107927e-05,2.1758091040538713e-06,1,base,239.69098192816713
questioner_full_r2,q2,questioner_full,0.01898576987191829,layer_00,layer,0.14061906328618123,100930816,0.015376638574726162,0.0005866681486727541,1.3996914457354559e-05,2,q1,239.690979652313
questioner_full_r3,q3,questioner_full,0.01841666937307015,layer_00,layer,0.14062800331364006,100930816,0.0023945492698534123,0.0005867055607543998,1.3997804328163418e-05,3,q2,239.69093310248718
questioner_full_r4,q4,questioner_full,0.022934160875248792,layer_00,layer,0.1582841776164334,100930816,-0.0029481108807464565,0.0006603678791840882,1.5755261358419615e-05,4,q3,239.6909095760382
questioner_full_r5,q5,questioner_full,0.023817305271802727,layer_00,layer,0.16159592273477988,100930816,-0.0008256279437719672,0.0006741847283587913,1.6084905234881223e-05,5,q4,239.69086800314003
solver_rank1_r1,r1,solver_rank1,0.016470758331488693,layer_00,layer,0.029636285832548792,100930816,,0.00012364372490839256,2.9499311682064e-06,1,base,239.69098192816713
solver_rank1_r2,r2,solver_rank1,0.020048025556845154,layer_00,layer,0.033452929583989814,100930816,0.31891545070668786,0.00013956690950523665,3.3298315519431086e-06,2,base,239.69098192816713
solver_rank1_r3,r3,solver_rank1,0.01750049363107571,layer_00,layer,0.030064326461997682,100930816,0.2754326287079349,0.0001254295268856116,2.992537397651089e-06,3,base,239.69098192816713
solver_rank1_r4,r4,solver_rank1,0.02040710332113028,layer_00,layer,0.031379148379445394,100930816,0.2448256101611545,0.00013091501452002643,3.1234118998351682e-06,4,base,239.69098192816713
solver_rank1_r5,r5,solver_rank1,0.025629874164028267,layer_00,layer,0.03557151347707092,100930816,0.23091456707944483,0.00014840572303104554,3.540710765822067e-06,5,base,239.69098192816713
solver_full_r1,a1,solver_full,0.01680464602445598,layer_00,layer,0.03258163098176237,100930816,,0.00013593181820885838,3.243104391932304e-06,1,base,239.69098192816713
solver_full_r2,a2,solver_full,0.019406736711619972,layer_00,layer,0.036554539713025705,100930816,0.26836157620652584,0.00015250694631465409,3.6385590504887915e-06,2,base,239.69098192816713
solver_full_r3,a3,solver_full,0.016906742059712487,layer_00,layer,0.03314915359119985,100930816,0.23659545174657942,0.0001382995443739068,3.299594353046215e-06,3,base,239.69098192816713
solver_full_r4,a4,solver_full,0.019276761158035872,layer_00,layer,0.0343130604370461,100930816,0.22586718081704357,0.00014315540852233383,3.4154470985909955e-06,4,base,239.69098192816713
solver_full_r5,a5,solver_full,0.0236840258363681,layer_00,layer,0.03830382517157231,100930816,0.18800682821692255,0.00015980503256084771,3.812679104716014e-06,5,base,239.69098192816713
questioner_full_r1,q1,questioner_full,0.04595313248402247,layer_01,layer,0.03380852882589574,100930816,,0.00016690639515822608,3.3652271238786703e-06,1,base,202.55981679938324
questioner_full_r2,q2,questioner_full,0.017485687020436465,layer_01,layer,0.13494955123978053,100930816,0.05371537822626827,0.0006662207417508664,1.3432583610071705e-05,2,q1,202.55981656338912
questioner_full_r3,q3,questioner_full,0.017436418868226958,layer_01,layer,0.13683428004496678,100930816,0.028919310495311885,0.0006755255993357133,1.3620185399224688e-05,3,q2,202.5597256114713
questioner_full_r4,q4,questioner_full,0.020718194532671416,layer_01,layer,0.15044301557372292,100930816,-0.0623143584808033,0.0007427096321561647,1.497476921323506e-05,4,q3,202.5596667394375
questioner_full_r5,q5,questioner_full,0.02076704418816003,layer_01,layer,0.15089381218805925,100930816,0.035031031407199625,0.0007449349652680413,1.5019640523717975e-05,5,q4,202.5597122210056
solver_rank1_r1,r1,solver_rank1,0.02827503912190258,layer_01,layer,0.03883010675105206,100930816,,0.000191696987905107,3.8650640237754435e-06,1,base,202.55981679938324
solver_rank1_r2,r2,solver_rank1,0.023385627172336193,layer_01,layer,0.036130407809613366,100930816,0.3378032316466666,0.00017836907823330623,3.5963418870973976e-06,2,base,202.55981679938324
solver_rank1_r3,r3,solver_rank1,0.0231492614408446,layer_01,layer,0.03457760423041928,100930816,0.2994875262658036,0.00017070317685301422,3.4417792100383083e-06,3,base,202.55981679938324
solver_rank1_r4,r4,solver_rank1,0.022738775316885364,layer_01,layer,0.033123331139240854,100930816,0.25305505933812633,0.00016352370209757076,3.297024042572637e-06,4,base,202.55981679938324
solver_rank1_r5,r5,solver_rank1,0.030085594531457052,layer_01,layer,0.03853970675416271,100930816,0.2664357862687674,0.00019026333733473272,3.836158242298263e-06,5,base,202.55981679938324
solver_full_r1,a1,solver_full,0.028056626474869565,layer_01,layer,0.04209939563570661,100930816,,0.0002078368567908124,4.19048189945679e-06,1,base,202.55981679938324
solver_full_r2,a2,solver_full,0.02197564400885814,layer_01,layer,0.03889876995153663,100930816,0.30896897024302367,0.0001920359653072863,3.871898608796073e-06,2,base,202.55981679938324
solver_full_r3,a3,solver_full,0.020861437978423204,layer_01,layer,0.03682261277951592,100930816,0.29119996528040343,0.0001817863649431778,3.6652424580744895e-06,3,base,202.55981679938324
solver_full_r4,a4,solver_full,0.021261218719800423,layer_01,layer,0.03603599347400728,100930816,0.2474436550734165,0.00017790297228446644,3.5869440903254415e-06,4,base,202.55981679938324
solver_full_r5,a5,solver_full,0.02934005649764214,layer_01,layer,0.0426328981176967,100930816,0.20768426076604776,0.00021047065894575054,4.243585571382156e-06,5,base,202.55981679938324
questioner_full_r1,q1,questioner_full,0.03315120450075418,layer_02,layer,0.028715631302173802,100930816,,0.00014373219380616416,2.858291226897667e-06,1,base,199.78566069129525
questioner_full_r2,q2,questioner_full,0.01627928048603327,layer_02,layer,0.1302110069404852,100930816,-0.0297926776986986,0.0006517534994003746,1.2960919259167588e-05,2,q1,199.78566599225286
questioner_full_r3,q3,questioner_full,0.015381275151202552,layer_02,layer,0.12851754930234108,100930816,-0.0021254590814933924,0.0006432772022252677,1.2792356184259191e-05,3,q2,199.7856427334352
questioner_full_r4,q4,questioner_full,0.018400213179289915,layer_02,layer,0.1417775620599193,100930816,0.003683160166913292,0.0007096483378603051,1.4112228895212539e-05,4,q3,199.78566072232292
questioner_full_r5,q5,questioner_full,0.01863170201252097,layer_02,layer,0.1429257079415388,100930816,0.002675268757014621,0.0007153951981383078,1.4226512828799028e-05,5,q4,199.78566855561544
solver_rank1_r1,r1,solver_rank1,0.01717101506157725,layer_02,layer,0.030259723954406126,100930816,,0.00015146093993784087,3.011986837311034e-06,1,base,199.78566069129525
solver_rank1_r2,r2,solver_rank1,0.01853471634714298,layer_02,layer,0.032165575399056706,100930816,0.32516284502673615,0.00016100042058953521,3.2016911278659352e-06,2,base,199.78566069129525
solver_rank1_r3,r3,solver_rank1,0.016631815936753877,layer_02,layer,0.02930867359482033,100930816,0.265822658828392,0.00014670058648557114,2.9173213615450122e-06,3,base,199.78566069129525
solver_rank1_r4,r4,solver_rank1,0.018105514872326815,layer_02,layer,0.029556697777889763,100930816,0.19766807277374263,0.00014794203786006532,2.942009147060358e-06,4,base,199.78566069129525
solver_rank1_r5,r5,solver_rank1,0.022838371167582052,layer_02,layer,0.033578529262057004,100930816,0.2946185876366245,0.0001680727693162217,3.3423334695970463e-06,5,base,199.78566069129525
solver_full_r1,a1,solver_full,0.017171557614635086,layer_02,layer,0.032935402996331756,100930816,,0.00016485368810939275,3.2783180856493226e-06,1,base,199.78566069129525
solver_full_r2,a2,solver_full,0.018008420875253044,layer_02,layer,0.035212988006475994,100930816,0.27337815229704415,0.0001762538306534741,3.50502392347348e-06,2,base,199.78566069129525
solver_full_r3,a3,solver_full,0.01600930409335348,layer_02,layer,0.03225735156395609,100930816,0.23445183078268983,0.00016145979372263102,3.2108263268873253e-06,3,base,199.78566069129525
solver_full_r4,a4,solver_full,0.01713498509530107,layer_02,layer,0.032350745080253755,100930816,0.19902646918405334,0.0001619272622885657,3.220122513534719e-06,4,base,199.78566069129525
solver_full_r5,a5,solver_full,0.021589285375449494,layer_02,layer,0.036570720519783904,100930816,0.21658714630259587,0.0001830497764115926,3.6401696526557576e-06,5,base,199.78566069129525
questioner_full_r1,q1,questioner_full,0.03311805085531041,layer_03,layer,0.028701268837569398,100930816,,0.0001282964766663544,2.8568616185375576e-06,1,base,223.7104991761342
questioner_full_r2,q2,questioner_full,0.019214724092276203,layer_03,layer,0.1414644028796912,100930816,0.041908879868855664,0.0006323547596658281,1.4081057714330276e-05,2,q1,223.71050540435397
questioner_full_r3,q3,questioner_full,0.018037670959488303,layer_03,layer,0.13917348261740828,100930816,0.009137305594779762,0.0006221142288089733,1.3853024514631488e-05,3,q2,223.71049587445293
questioner_full_r4,q4,questioner_full,0.022942597180607285,layer_03,layer,0.15831328726830568,100930816,0.00580899247539597,0.0007076704873114053,1.5758158869593547e-05,4,q3,223.71045579387157
questioner_full_r5,q5,questioner_full,0.024219038666939308,layer_03,layer,0.16295306647741037,100930816,-0.012294915272496704,0.0007284108299657245,1.6219992359116107e-05,5,q4,223.71038399453528
solver_rank1_r1,r1,solver_rank1,0.024860916473296774,layer_03,layer,0.03641040791522598,100930816,,0.00016275681315501843,3.6242124861095236e-06,1,base,223.7104991761342
solver_rank1_r2,r2,solver_rank1,0.02615814452000843,layer_03,layer,0.038212180468805285,100930816,0.4429102283330384,0.0001708108497792035,3.8035569911481743e-06,2,base,223.7104991761342
solver_rank1_r3,r3,solver_rank1,0.02578991168975005,layer_03,layer,0.03649650327606004,100930816,0.39590895369807344,0.00016314166483230282,3.632782230300729e-06,3,base,223.7104991761342
solver_rank1_r4,r4,solver_rank1,0.023525690923838997,layer_03,layer,0.03369160222785253,100930816,0.29110804566470516,0.0001506035807524889,3.3535885056689223e-06,4,base,223.7104991761342
solver_rank1_r5,r5,solver_rank1,0.027942713058577824,layer_03,layer,0.03714183807190161,100930816,0.2983091631701229,0.00016602635195346239,3.697017446512957e-06,5,base,223.7104991761342
solver_full_r1,a1,solver_full,0.023927854666932404,layer_03,layer,0.038878546237972156,100930816,,0.00017378954667372082,3.869885584515035e-06,1,base,223.7104991761342
solver_full_r2,a2,solver_full,0.024891819422969298,layer_03,layer,0.04139933677122605,100930816,0.3911921549611262,0.00018505763888457946,4.120799568965757e-06,2,base,223.7104991761342
solver_full_r3,a3,solver_full,0.024465485837688764,layer_03,layer,0.03987671759715607,100930816,0.3640651936776648,0.00017825143542216985,3.969241381672101e-06,3,base,223.7104991761342
solver_full_r4,a4,solver_full,0.022024954092877816,layer_03,layer,0.03667751707354047,100930816,0.2870847086000716,0.00016395080789061728,3.650799948380518e-06,4,base,223.7104991761342
solver_full_r5,a5,solver_full,0.026678887564993405,layer_03,layer,0.040653528114562576,100930816,0.2454270682839332,0.00018172382728695623,4.0465634040751676e-06,5,base,223.7104991761342
questioner_full_r1,q1,questioner_full,0.021616593420469375,layer_04,layer,0.02318794915150123,100930816,,9.255390741165004e-05,2.3080778176890667e-06,1,base,250.5345241489231
questioner_full_r2,q2,questioner_full,0.020078025012767148,layer_04,layer,0.144607424028342,100930816,0.006311625887026874,0.0005771955963846138,1.4393907175329671e-05,2,q1,250.53452405756573
questioner_full_r3,q3,questioner_full,0.0202394217012742,layer_04,layer,0.14742302368809526,100930816,0.011919773991422319,0.000588434029963756,1.4674165816389726e-05,3,q2,250.5344969548679
questioner_full_r4,q4,questioner_full,0.024357240387495132,layer_04,layer,0.16312109119656626,100930816,0.0040199040497839135,0.0006510924162224268,1.6236717172706704e-05,4,q3,250.53446658613925
questioner_full_r5,q5,questioner_full,0.025457652188657334,layer_04,layer,0.16706799536138697,100930816,0.0007346933259094401,0.0006668464128688115,1.662958339351164e-05,5,q4,250.53444411982494
solver_rank1_r1,r1,solver_rank1,0.019495239774155546,layer_04,layer,0.03224269000153738,100930816,,0.00012869559638962823,3.209366946983989e-06,1,base,250.5345241489231
solver_rank1_r2,r2,solver_rank1,0.023046251671531168,layer_04,layer,0.03586728492954474,100930816,0.34105805635905523,0.00014316304330266457,3.5701512102572447e-06,2,base,250.5345241489231
solver_rank1_r3,r3,solver_rank1,0.02222713474828119,layer_04,layer,0.03388192450455858,100930816,0.2881012367736126,0.00013523854494567957,3.372532769441766e-06,3,base,250.5345241489231
solver_rank1_r4,r4,solver_rank1,0.02061215055422486,layer_04,layer,0.031536400628272704,100930816,0.23994344807221263,0.0001258764664686564,3.1390644452555785e-06,4,base,250.5345241489231
solver_rank1_r5,r5,solver_rank1,0.024669934172095374,layer_04,layer,0.03489900958271588,100930816,0.24504536883754183,0.00013929820531229922,3.47377119687921e-06,5,base,250.5345241489231
solver_full_r1,a1,solver_full,0.019621945231558625,layer_04,layer,0.03520701179202882,100930816,,0.00014052758561570945,3.5044290641390407e-06,1,base,250.5345241489231
solver_full_r2,a2,solver_full,0.02206945697023717,layer_04,layer,0.03898171001278071,100930816,0.28743555662014714,0.000155594164697274,3.880154281357044e-06,2,base,250.5345241489231
solver_full_r3,a3,solver_full,0.0213729025173017,layer_04,layer,0.03727127356720517,100930816,0.24887893791008792,0.0001487670160183206,3.709901173037448e-06,3,base,250.5345241489231
solver_full_r4,a4,solver_full,0.01974196057862045,layer_04,layer,0.034724624823675436,100930816,0.22109337160623938,0.00013860215450000964,3.4564133188083827e-06,4,base,250.5345241489231
solver_full_r5,a5,solver_full,0.024481164113613337,layer_04,layer,0.038943090693106336,100930816,0.18933094418085086,0.00015544001700124063,3.876310198618537e-06,5,base,250.5345241489231
questioner_full_r1,q1,questioner_full,0.023058531974126144,layer_05,layer,0.023948843140867936,100930816,,9.624964167651554e-05,2.3838155436516293e-06,1,base,248.82007583318972
questioner_full_r2,q2,questioner_full,0.020837566929146924,layer_05,layer,0.14731724833087656,100930816,0.0028765674417613176,0.0005920633558936046,1.4663637168338123e-05,2,q1,248.82007451471102
questioner_full_r3,q3,questioner_full,0.021766581650533693,layer_05,layer,0.15288376873102782,100930816,0.011348127893725466,0.0006144351015982446,1.5217716452079824e-05,3,q2,248.82004353812556
questioner_full_r4,q4,questioner_full,0.024563672344875914,layer_05,layer,0.16381087294785582,100930816,0.00456221066970322,0.0006583509070087863,1.6305376541795198e-05,4,q3,248.82000040393294
questioner_full_r5,q5,questioner_full,0.02607709212598647,layer_05,layer,0.1690883428516236,100930816,0.002264191516164359,0.0006795609754383352,1.683068437039286e-05,5,q4,248.81997195697863
solver_rank1_r1,r1,solver_rank1,0.02210554133812916,layer_05,layer,0.03433345860713341,100930816,,0.00013798508216093761,3.4174774878933166e-06,1,base,248.82007583318972
solver_rank1_r2,r2,solver_rank1,0.025102482686338,layer_05,layer,0.03743317726314851,100930816,0.3301843705864705,0.00015044275321354658,3.726016713345354e-06,2,base,248.82007583318972
solver_rank1_r3,r3,solver_rank1,0.025254215716154497,layer_05,layer,0.03611547009106318,100930816,0.28230111043792494,0.00014514692984530389,3.5948550192158397e-06,3,base,248.82007583318972
solver_rank1_r4,r4,solver_rank1,0.02249602791654543,layer_05,layer,0.03294605296452058,100930816,0.23333724496305974,0.00013240914284829566,3.2793781602240557e-06,4,base,248.82007583318972
solver_rank1_r5,r5,solver_rank1,0.028251227343405606,layer_05,layer,0.037346315926343694,100930816,0.2363156241334856,0.00015009366025344698,3.717370725578858e-06,5,base,248.82007583318972
solver_full_r1,a1,solver_full,0.02165601840742798,layer_05,layer,0.036986858181762367,100930816,,0.00014864901096870716,3.681591086713685e-06,1,base,248.82007583318972
solver_full_r2,a2,solver_full,0.024534589980065517,layer_05,layer,0.041101196517991156,100930816,0.2778276819661764,0.00016518440636416177,4.091123339276116e-06,2,base,248.82007583318972
solver_full_r3,a3,solver_full,0.024636111848601486,layer_05,layer,0.04001552913442857,100930816,0.23952319977819767,0.0001608211435529631,3.983058378937564e-06,3,base,248.82007583318972
solver_full_r4,a4,solver_full,0.02200132302646599,layer_05,layer,0.03665783572832343,100930816,0.21011839849167993,0.00014732668015461514,3.6488409102602886e-06,4,base,248.82007583318972
solver_full_r5,a5,solver_full,0.026341721188079644,layer_05,layer,0.04039582273457205,100930816,0.18690539897383582,0.00016234953148094698,4.020911973361349e-06,5,base,248.82007583318972
questioner_full_r1,q1,questioner_full,0.024040486539003394,layer_06,layer,0.02445346118968398,100930816,,9.935603841914493e-05,2.4340441221804228e-06,1,base,246.11952709430932
questioner_full_r2,q2,questioner_full,0.021663595184578086,layer_06,layer,0.15020879433436465,100930816,0.003418640137366569,0.000610308322884402,1.4951455342592065e-05,2,q1,246.11952467640782
questioner_full_r3,q3,questioner_full,0.02281240221362686,layer_06,layer,0.15651348974035847,100930816,0.009516978617887287,0.0006359247982840435,1.5579010954293e-05,3,q2,246.1194942588948
questioner_full_r4,q4,questioner_full,0.024311924289201294,layer_06,layer,0.16296927899094246,100930816,0.006590390354050039,0.0006621552180760573,1.62216061173061e-05,4,q3,246.1194513643828
questioner_full_r5,q5,questioner_full,0.025704420853153283,layer_06,layer,0.1678757627138974,100930816,0.003142733477912031,0.000682090686658267,1.6709986791673397e-05,5,q4,246.11941783923595
solver_rank1_r1,r1,solver_rank1,0.024226089326670436,layer_06,layer,0.03594252921081889,100930816,,0.00014603688555376695,3.5776408616870515e-06,1,base,246.11952709430932
solver_rank1_r2,r2,solver_rank1,0.02632250542054327,layer_06,layer,0.03833204282125994,100930816,0.3200950644907222,0.0001557456382019281,3.8154878279405565e-06,2,base,246.11952709430932
solver_rank1_r3,r3,solver_rank1,0.027539136663638695,layer_06,layer,0.037713903881324624,100930816,0.2832852710393051,0.00015323409859662707,3.753959627831399e-06,3,base,246.11952709430932
solver_rank1_r4,r4,solver_rank1,0.023703793873256152,layer_06,layer,0.03381889412310559,100930816,0.2378887525318837,0.00013740841501839345,3.366258862925858e-06,4,base,246.11952709430932
solver_rank1_r5,r5,solver_rank1,0.030712223049937776,layer_06,layer,0.038938994550833016,100930816,0.22347459180949275,0.00015821172342782934,3.8759024775623376e-06,5,base,246.11952709430932
solver_full_r1,a1,solver_full,0.02388826055594547,layer_06,layer,0.03884636619446088,100930816,,0.00015783536825818593,3.866682453262876e-06,1,base,246.11952709430932
solver_full_r2,a2,solver_full,0.02584604127600234,layer_06,layer,0.04218539107727322,100930816,0.2697020505952126,0.00017140204832714637,4.199041697902329e-06,2,base,246.11952709430932
solver_full_r3,a3,solver_full,0.027066679614770852,layer_06,layer,0.04194304647151602,100930816,0.23894434287974511,0.00017041738608348646,4.174919245108845e-06,3,base,246.11952709430932
solver_full_r4,a4,solver_full,0.023585610214746772,layer_06,layer,0.03795473648004537,100930816,0.21118210891897726,0.0001542126174551834,3.777931578746591e-06,4,base,246.11952709430932
solver_full_r5,a5,solver_full,0.027955525825844235,layer_06,layer,0.041614838749351055,100930816,0.18243109901352547,0.00016908385628989475,4.142250165227144e-06,5,base,246.11952709430932
questioner_full_r1,q1,questioner_full,0.024860206508702083,layer_07,layer,0.02486686738308259,100930816,,0.00010111482811820851,2.475193671821247e-06,1,base,245.92701036896315
questioner_full_r2,q2,questioner_full,0.02152823583280185,layer_07,layer,0.14973878867431303,100930816,0.003486267497887599,0.0006088749194039046,1.4904672005649859e-05,2,q1,245.92701046203217
questioner_full_r3,q3,questioner_full,0.022722447106871373,layer_07,layer,0.15620459867237863,100930816,0.011173933918716742,0.0006351666021365729,1.554826461198267e-05,3,q2,245.92697120241797
questioner_full_r4,q4,questioner_full,0.023616056654905793,layer_07,layer,0.16062005409792832,100930816,0.007865772346378096,0.0006531210270501017,1.5987769401997542e-05,4,q3,245.92693765103195
questioner_full_r5,q5,questioner_full,0.02524451682501078,layer_07,layer,0.16636716599150064,100930816,0.0027001441262453434,0.0006764902700195594,1.6559824368595246e-05,5,q4,245.92691626841943
solver_rank1_r1,r1,solver_rank1,0.02527921897658117,layer_07,layer,0.03671544558177156,100930816,,0.00014929407520828048,3.6545752692566443e-06,1,base,245.92701036896315
solver_rank1_r2,r2,solver_rank1,0.026650620187314424,layer_07,layer,0.03857021082390928,100930816,0.3136051972450017,0.0001568360090501754,3.839194550782092e-06,2,base,245.92701036896315
solver_rank1_r3,r3,solver_rank1,0.02887374393025493,layer_07,layer,0.03861694197028277,100930816,0.28593067942176237,0.00015702602943997877,3.84384606703457e-06,3,base,245.92701036896315
solver_rank1_r4,r4,solver_rank1,0.024401404028679956,layer_07,layer,0.034312935908064855,100930816,0.23704197040223157,0.00013952487714377252,3.415434703248165e-06,4,base,245.92701036896315
solver_rank1_r5,r5,solver_rank1,0.030941975887485953,layer_07,layer,0.039084371120479584,100930816,0.22302750731012563,0.0001589267118802505,3.890372943812746e-06,5,base,245.92701036896315
solver_full_r1,a1,solver_full,0.024901450495777515,layer_07,layer,0.03966162087146191,100930816,,0.00016127395202323553,3.947831123352638e-06,1,base,245.92701036896315
solver_full_r2,a2,solver_full,0.026134359551954645,layer_07,layer,0.042420032182412956,100930816,0.2654302451464649,0.0001724903340986026,4.222397361068254e-06,2,base,245.92701036896315
solver_full_r3,a3,solver_full,0.02842539238859043,layer_07,layer,0.042982900127479504,100930816,0.2420203111305551,0.00017477909426456435,4.278424007056144e-06,3,base,245.92701036896315
solver_full_r4,a4,solver_full,0.02439026937467629,layer_07,layer,0.03859674853602836,100930816,0.21245934733777877,0.00015694391794590531,3.841836056689927e-06,4,base,245.92701036896315
solver_full_r5,a5,solver_full,0.028723913452798726,layer_07,layer,0.042182876179198574,100930816,0.184400896619232,0.00017152599918126847,4.1987913704403396e-06,5,base,245.92701036896315
questioner_full_r1,q1,questioner_full,0.025558140011833964,layer_08,layer,0.025213511524684106,100930816,,0.00010318467533327032,2.509697872629818e-06,1,base,244.3532573344677
questioner_full_r2,q2,questioner_full,0.022037285113561924,layer_08,layer,0.15149878143392184,100930816,0.003115977024080212,0.0006199990344088621,1.507985784124082e-05,2,q1,244.35325383751334
questioner_full_r3,q3,questioner_full,0.02372930950076831,layer_08,layer,0.1596279054995271,100930816,0.012130170156279648,0.0006532670420078894,1.58890130972955e-05,3,q2,244.35322040569025
questioner_full_r4,q4,questioner_full,0.023850289349494798,layer_08,layer,0.16141463297403338,100930816,0.00982057169266041,0.0006605792214991782,1.6066860048020616e-05,4,q3,244.35317933207833
questioner_full_r5,q5,questioner_full,0.025290486759784864,layer_08,layer,0.16651857331121134,100930816,0.0036230802521524295,0.0006814668409249855,1.65748951225363e-05,5,q4,244.35315603205024
solver_rank1_r1,r1,solver_rank1,0.027436014483663465,layer_08,layer,0.03824965206497151,100930816,,0.00015653424260522896,3.8072868319952274e-06,1,base,244.3532573344677
solver_rank1_r2,r2,solver_rank1,0.029221815760345732,layer_08,layer,0.04038796319916137,100930816,0.318758027753503,0.00016528514348339063,4.020129652371243e-06,2,base,244.3532573344677
solver_rank1_r3,r3,solver_rank1,0.031089531354035287,layer_08,layer,0.040071298605925086,100930816,0.29867328114435987,0.00016398921398897494,3.988609550333721e-06,3,base,244.3532573344677
solver_rank1_r4,r4,solver_rank1,0.02654905972234329,layer_08,layer,0.035791099769268364,100930816,0.248461128898182,0.00014647277535685948,3.5625679057863705e-06,4,base,244.3532573344677
