delta_id,end,family,fraction_global_delta_norm_sq,group,group_type,l2_norm,parameter_count,previous_round_cosine,relative_l2,rms,round,start,start_l2_norm
solver_full_r4,a4,solver_full,0.11164361777288134,attention_o,module,0.08257705163707374,377487360,0.20824264623863847,0.00018538886252137903,4.250188242748844e-06,4,base,445.4261734711866
solver_full_r5,a5,solver_full,0.1122913802242899,attention_o,module,0.0834041370803157,377487360,0.19406065158053723,0.00018724570321126602,4.292757803624732e-06,5,base,445.4261734711866
questioner_full_r1,q1,questioner_full,0.10284991107611795,attention_q,module,0.05057905053460836,377487360,,0.00011139576093206709,2.603271510060539e-06,1,base,454.0482520286672
questioner_full_r2,q2,questioner_full,0.09777180916583472,attention_q,module,0.3191074328036577,377487360,0.004796677605242049,0.0007028051175013152,1.6424256281716945e-05,2,q1,454.0482487352698
questioner_full_r3,q3,questioner_full,0.09614904342760504,attention_q,module,0.32132073280237483,377487360,0.012538858743577604,0.0007076798097322611,1.6538173422686896e-05,3,q2,454.0481844804096
questioner_full_r4,q4,questioner_full,0.09770362703263413,attention_q,module,0.32670171927016234,377487360,0.0073836067467947155,0.0007195310340242042,1.6815129368272064e-05,4,q3,454.04812832461164
questioner_full_r5,q5,questioner_full,0.10162803694016458,attention_q,module,0.33380347660689613,377487360,0.0030641909760573574,0.0007351721013049797,1.7180652294279393e-05,5,q4,454.0480739331275
solver_rank1_r1,r1,solver_rank1,0.0938760302543721,attention_q,module,0.07075291467566641,377487360,,0.00015582686280487935,3.6416074458115133e-06,1,base,454.0482520286672
solver_rank1_r2,r2,solver_rank1,0.09797347512818008,attention_q,module,0.07395245726175384,377487360,0.2548873294862707,0.00016287356449746823,3.8062858644759278e-06,2,base,454.0482520286672
solver_rank1_r3,r3,solver_rank1,0.09652235906566951,attention_q,module,0.07060578617802668,377487360,0.21219190915722339,0.00015550282566349104,3.6340348357649594e-06,3,base,454.0482520286672
solver_rank1_r4,r4,solver_rank1,0.09828528424423486,attention_q,module,0.06886439242068283,377487360,0.18202023873827797,0.00015166756421371478,3.5444064084146157e-06,4,base,454.0482520286672
solver_rank1_r5,r5,solver_rank1,0.1052708131825699,attention_q,module,0.07209133959268964,377487360,0.19381460369990172,0.00015877462201558705,3.710495323658441e-06,5,base,454.0482520286672
solver_full_r1,a1,solver_full,0.09546465470551058,attention_q,module,0.07765679079875785,377487360,,0.00017103202237161094,3.996945551811219e-06,1,base,454.0482520286672
solver_full_r2,a2,solver_full,0.09893287203852233,attention_q,module,0.08253447084670179,377487360,0.20859480171626485,0.00018177466927345602,4.247996636594132e-06,2,base,454.0482520286672
solver_full_r3,a3,solver_full,0.09783851887649372,attention_q,module,0.07974388963435008,377487360,0.17532753081574562,0.0001756286678300334,4.104367199310516e-06,3,base,454.0482520286672
solver_full_r4,a4,solver_full,0.09879602572184838,attention_q,module,0.07768052628619365,377487360,0.15346217461230502,0.00017108429762502234,3.998167202229048e-06,4,base,454.0482520286672
solver_full_r5,a5,solver_full,0.10389877767746088,attention_q,module,0.08022682451154366,377487360,0.15449327803917093,0.00017669228799603083,4.129223549790095e-06,5,base,454.0482520286672
questioner_full_r1,q1,questioner_full,0.026544008684168473,attention_v,module,0.025695197945224863,94371840,,0.00010471047893548042,2.6450309386650076e-06,1,base,245.39280315065224
questioner_full_r2,q2,questioner_full,0.020614178006136248,attention_v,module,0.14652546400728123,94371840,0.011043894804091816,0.0005971057979218807,1.5083144579297896e-05,2,q1,245.39280060122803
questioner_full_r3,q3,questioner_full,0.02081720756834164,attention_v,module,0.14951249921160992,94371840,0.014961084948642496,0.0006092783212947448,1.5390626177500537e-05,3,q2,245.39277697241695
questioner_full_r4,q4,questioner_full,0.020867170956039006,attention_v,module,0.15098293512950095,94371840,0.008865464877655351,0.0006152705427145789,1.5541990977430743e-05,4,q3,245.39275757191777
questioner_full_r5,q5,questioner_full,0.021855977087532237,attention_v,module,0.15479937417219514,94371840,0.007534529418102131,0.0006308229852979527,1.593485035002535e-05,5,q4,245.39272946606363
solver_rank1_r1,r1,solver_rank1,0.02582932153402104,attention_v,module,0.0371127790913456,94371840,,0.00015123825399460155,3.8203421948999454e-06,1,base,245.39280315065224
solver_rank1_r2,r2,solver_rank1,0.028301945050357318,attention_v,module,0.0397471958218112,94371840,0.31900144695745064,0.00016197376333571402,4.0915256966683435e-06,2,base,245.39280315065224
solver_rank1_r3,r3,solver_rank1,0.027757281812201717,attention_v,module,0.03786298039703824,94371840,0.2835692766065724,0.00015429539868695046,3.89756696148917e-06,3,base,245.39280315065224
solver_rank1_r4,r4,solver_rank1,0.026795615358620642,attention_v,module,0.03595690797927508,94371840,0.2502740310743804,0.0001465279646249459,3.70135829529921e-06,4,base,245.39280315065224
solver_rank1_r5,r5,solver_rank1,0.02758918742669024,attention_v,module,0.03690613461725174,94371840,0.24473128054263565,0.00015039615727684656,3.7990704760189475e-06,5,base,245.39280315065224
solver_full_r1,a1,solver_full,0.02598336705548497,attention_v,module,0.040514067782713416,94371840,,0.00016509884260069725,4.170466519265042e-06,1,base,245.39280315065224
solver_full_r2,a2,solver_full,0.028287860505791206,attention_v,module,0.04413316903995073,94371840,0.2739894406726256,0.00017984703900568905,4.543012191649445e-06,2,base,245.39280315065224
solver_full_r3,a3,solver_full,0.027484230644599098,attention_v,module,0.0422653308250067,94371840,0.24536730875310123,0.0001722354131105428,4.350739305584136e-06,3,base,245.39280315065224
solver_full_r4,a4,solver_full,0.026686356387092013,attention_v,module,0.04037263196567318,94371840,0.22183142524122296,0.00016452247762493467,4.155907296459899e-06,4,base,245.39280315065224
solver_full_r5,a5,solver_full,0.02738171581950807,attention_v,module,0.041185535093759176,94371840,0.2065420605493727,0.00016783513845951886,4.239586508758966e-06,5,base,245.39280315065224
questioner_full_r1,q1,questioner_full,0.05886624750242059,embedding,module,0.03826501503617972,388956160,,8.575202648056228e-05,1.940222610535894e-06,1,base,446.22869693759816
questioner_full_r2,q2,questioner_full,0.11195300605449794,embedding,module,0.3414663985387247,388956160,0.09377475148224074,0.0007652273765615531,1.7314009325664146e-05,2,q1,446.2286752900272
questioner_full_r3,q3,questioner_full,0.13844462270967298,embedding,module,0.3855709547596676,388956160,0.14423526628153388,0.0008640630620927396,1.9550325112463542e-05,3,q2,446.23010943879973
questioner_full_r4,q4,questioner_full,0.1459535302484687,embedding,module,0.3993037407898727,388956160,0.2151395635814508,0.0008948349358436692,2.0246644241993814e-05,4,q3,446.23172922210586
questioner_full_r5,q5,questioner_full,0.10806764796833349,embedding,module,0.3442167001583654,388956160,0.1555261853446815,0.0007713828910170723,1.7453463011574767e-05,5,q4,446.23325739635465
solver_rank1_r1,r1,solver_rank1,0.11083137190002362,embedding,module,0.0768773371167099,388956160,,0.0001722823692073319,3.898055379583683e-06,1,base,446.22869693759816
solver_rank1_r2,r2,solver_rank1,0.06919118727116165,embedding,module,0.062147511611758625,388956160,0.35006482220599966,0.0001392727810610744,3.151181493164638e-06,2,base,446.22869693759816
solver_rank1_r3,r3,solver_rank1,0.06298471856350443,embedding,module,0.05703532568587143,388956160,0.3519822057622009,0.00012781635532922126,2.891968770700228e-06,3,base,446.22869693759816
solver_rank1_r4,r4,solver_rank1,0.07349062951871457,embedding,module,0.05954790062090709,388956160,0.3462448588785738,0.00013344704414927942,3.019368555987459e-06,4,base,446.22869693759816
solver_rank1_r5,r5,solver_rank1,0.05596124532689911,embedding,module,0.05256211014364229,388956160,0.30718813118253774,0.00011779186436096179,2.6651549584326125e-06,5,base,446.22869693759816
solver_full_r1,a1,solver_full,0.10605110241607887,embedding,module,0.08184944329159866,388956160,,0.00018342487574940681,4.15016537649295e-06,1,base,446.22869693759816
solver_full_r2,a2,solver_full,0.06643502779164966,embedding,module,0.06763377420780968,388956160,0.33151938105385464,0.00015156751385997879,3.429361724536065e-06,2,base,446.22869693759816
solver_full_r3,a3,solver_full,0.0602729409028814,embedding,module,0.06258981555708955,388956160,0.3247362863211084,0.00014026398567961728,3.1736084571851378e-06,3,base,446.22869693759816
solver_full_r4,a4,solver_full,0.06934052646319325,embedding,module,0.06507826849109229,388956160,0.3208385490593832,0.00014584061701480622,3.2997851395473808e-06,4,base,446.22869693759816
solver_full_r5,a5,solver_full,0.05459740312227787,embedding,module,0.0581567832017999,388956160,0.27946026017864767,0.00013032954536747936,2.9488321281849316e-06,5,base,446.22869693759816
questioner_full_r1,q1,questioner_full,0.24814929844291123,mlp_down,module,0.07856429869701526,896532480,,0.00011424322403387175,2.6238694567021333e-06,1,base,687.6932908836841
questioner_full_r2,q2,questioner_full,0.2226655859938384,mlp_down,module,0.48156691761653125,896532480,0.007351628907444432,0.0007002640963387345,1.6083243247230987e-05,2,q1,687.6932861963921
questioner_full_r3,q3,questioner_full,0.2169175225395748,mlp_down,module,0.4826291873285182,896532480,0.012272248668883896,0.0007018089000303732,1.6118720647249683e-05,3,q2,687.6931701886807
questioner_full_r4,q4,questioner_full,0.21336343877500244,mlp_down,module,0.48278756763866576,896532480,0.0077535894709059245,0.0007020393095989889,1.6124010190531192e-05,4,q3,687.6930693730502
questioner_full_r5,q5,questioner_full,0.22171360824131592,mlp_down,module,0.49303785142924156,896532480,0.0032986457238999424,0.0007169447725432268,1.6466346429849554e-05,5,q4,687.6929302103458
solver_rank1_r1,r1,solver_rank1,0.23060313473749158,mlp_down,module,0.11089183767768199,896532480,,0.00016125188241285045,3.7035359661537293e-06,1,base,687.6932908836841
solver_rank1_r2,r2,solver_rank1,0.24444984021627136,mlp_down,module,0.11681355245396256,896532480,0.29064659199080695,0.00016986286474288188,3.901307814060196e-06,2,base,687.6932908836841
solver_rank1_r3,r3,solver_rank1,0.24269241917637352,mlp_down,module,0.11195782030486479,896532480,0.2556329660595618,0.00016280196679103743,3.739137369122102e-06,3,base,687.6932908836841
solver_rank1_r4,r4,solver_rank1,0.24010131486658132,mlp_down,module,0.10763356878391331,896532480,0.21807818872286544,0.0001565139142852542,3.5947171721993315e-06,4,base,687.6932908836841
solver_rank1_r5,r5,solver_rank1,0.24061774785687992,mlp_down,module,0.10899157676882427,896532480,0.21924563158444935,0.00015848864343110048,3.6400715600403936e-06,5,base,687.6932908836841
solver_full_r1,a1,solver_full,0.23048949473123082,mlp_down,module,0.12066566316611699,896532480,,0.00017546436000715076,4.029959578399576e-06,1,base,687.6932908836841
solver_full_r2,a2,solver_full,0.24388564726204387,mlp_down,module,0.12958602974005243,896532480,0.2487241752992028,0.0001884357917372361,4.327879597850155e-06,2,base,687.6932908836841
solver_full_r3,a3,solver_full,0.2435797084167964,mlp_down,module,0.12582386850270802,896532480,0.22241578310685026,0.0001829650952985519,4.2022319420373535e-06,3,base,687.6932908836841
solver_full_r4,a4,solver_full,0.2407274865524038,mlp_down,module,0.12125656540692897,896532480,0.19316560507609348,0.00017632361259641577,4.04969437355816e-06,4,base,687.6932908836841
solver_full_r5,a5,solver_full,0.2406298320343069,mlp_down,module,0.12209253677420696,896532480,0.1836151769588261,0.00017753922917776088,4.077613921923728e-06,5,base,687.6932908836841
questioner_full_r1,q1,questioner_full,0.18806386655534937,mlp_gate,module,0.06839453366025725,896532480,,9.10197591702612e-05,2.284222361210395e-06,1,base,751.4251222343788
questioner_full_r2,q2,questioner_full,0.21739350417030412,mlp_gate,module,0.47583170487181825,896532480,0.005194355902950718,0.0006332390164447051,1.589170014434432e-05,2,q1,751.4251215020769
questioner_full_r3,q3,questioner_full,0.20384208782604546,mlp_gate,module,0.46785706737996746,896532480,0.008534499935096189,0.0006226264266518523,1.5625365332092835e-05,3,q2,751.4250076018285
questioner_full_r4,q4,questioner_full,0.20106105853475312,mlp_gate,module,0.46866234277800456,896532480,0.0058975877939979274,0.0006236981749947265,1.565225970467919e-05,4,q3,751.424906417222
questioner_full_r5,q5,questioner_full,0.2115042197503455,mlp_gate,module,0.48155245962547966,896532480,0.002472567063643455,0.0006408524591154278,1.60827603831088e-05,5,q4,751.4248447921526
solver_rank1_r1,r1,solver_rank1,0.1849051924499751,mlp_gate,module,0.09929823538568196,896532480,,0.0001321465472040867,3.316335934438988e-06,1,base,751.4251222343788
solver_rank1_r2,r2,solver_rank1,0.19004616076536532,mlp_gate,module,0.10299778923714695,896532480,0.24235216820161587,0.00013706993044214545,3.439892645505926e-06,2,base,751.4251222343788
solver_rank1_r3,r3,solver_rank1,0.19326667798929856,mlp_gate,module,0.09990904785822137,896532480,0.21519392256624117,0.00013295941924478072,3.336735686197095e-06,3,base,751.4251222343788
solver_rank1_r4,r4,solver_rank1,0.19735652285878677,mlp_gate,module,0.09758346018565256,896532480,0.17693759100359235,0.00012986451650097354,3.259066330470152e-06,4,base,751.4251222343788
solver_rank1_r5,r5,solver_rank1,0.19252743159515281,mlp_gate,module,0.09749344467797512,896532480,0.18183714700256418,0.0001297447234503902,3.2560600165955093e-06,5,base,751.4251222343788
solver_full_r1,a1,solver_full,0.18685700420108076,mlp_gate,module,0.10864577119391337,896532480,,0.00014458629074158824,3.628522437843488e-06,1,base,751.4251222343788
solver_full_r2,a2,solver_full,0.1915790550274832,mlp_gate,module,0.1148521359001716,896532480,0.20622306403448973,0.0001528457493657602,3.835800948057234e-06,2,base,751.4251222343788
solver_full_r3,a3,solver_full,0.1964177230145341,mlp_gate,module,0.11298812885553979,896532480,0.1862034969801544,0.0001503651202392158,3.773547338814836e-06,3,base,751.4251222343788
solver_full_r4,a4,solver_full,0.1990118030653947,mlp_gate,module,0.11025082278608223,896532480,0.1564200244904404,0.00014672230076397903,3.68212752207347e-06,4,base,751.4251222343788
solver_full_r5,a5,solver_full,0.1960700946843284,mlp_gate,module,0.11020976153587733,896532480,0.1523076538864385,0.0001466676562638287,3.680756169410066e-06,5,base,751.4251222343788
questioner_full_r1,q1,questioner_full,0.23438483022516776,mlp_up,module,0.07635429336995932,896532480,,0.00010866246067725819,2.5500602892687913e-06,1,base,702.6740688004629
questioner_full_r2,q2,questioner_full,0.21377399933037958,mlp_up,module,0.471853885363327,896532480,0.01078586442661837,0.0006715117409575839,1.575884999121235e-05,2,q1,702.6740659671232
questioner_full_r3,q3,questioner_full,0.20899341692578965,mlp_up,module,0.47373183234005906,896532480,0.012190601885071766,0.0006741844149787847,1.58215691625825e-05,3,q2,702.6739595500238
questioner_full_r4,q4,questioner_full,0.20550396281529662,mlp_up,module,0.47381213270165773,896532480,0.0023700221070622656,0.0006742988103160782,1.5824251012604138e-05,4,q3,702.6738375521645
questioner_full_r5,q5,questioner_full,0.21511008985415087,mlp_up,module,0.48564003088010493,896532480,0.006085590028418958,0.0006911315717646774,1.621927599573416e-05,5,q4,702.6737754724653
solver_rank1_r1,r1,solver_rank1,0.22087666456954105,mlp_up,module,0.10852802380520707,896532480,,0.0001544500197516547,3.6245899420157787e-06,1,base,702.6740688004629
solver_rank1_r2,r2,solver_rank1,0.22636587887608609,mlp_up,module,0.112409711941915,896532480,0.28454088372455527,0.00015997418566165387,3.754229525277761e-06,2,base,702.6740688004629
solver_rank1_r3,r3,solver_rank1,0.23464387909709694,mlp_up,module,0.1100857090778621,896532480,0.2539364149592251,0.00015666681604714652,3.6766130985621956e-06,3,base,702.6740688004629
solver_rank1_r4,r4,solver_rank1,0.2249157447175507,mlp_up,module,0.10417425427794019,896532480,0.21080900414670917,0.00014825401833281878,3.4791839106048467e-06,4,base,702.6740688004629
solver_rank1_r5,r5,solver_rank1,0.2361198393676189,mlp_up,module,0.10796807202547351,896532480,0.21595902981427947,0.00015365313282413587,3.6058888220868014e-06,5,base,702.6740688004629
solver_full_r1,a1,solver_full,0.22098429223562063,mlp_up,module,0.11815139087675716,896532480,,0.0001681453694149462,3.9459885842546944e-06,1,base,702.6740688004629
solver_full_r2,a2,solver_full,0.22709809314838003,mlp_up,module,0.12504657661607846,896532480,0.24519861281570726,0.0001779581489744539,4.176272155288221e-06,2,base,702.6740688004629
solver_full_r3,a3,solver_full,0.2328701682213093,mlp_up,module,0.12302670964288512,896532480,0.2235211000221559,0.00017508360576462483,4.108813177795118e-06,3,base,702.6740688004629
solver_full_r4,a4,solver_full,0.22595877451354587,mlp_up,module,0.11747813066641587,896532480,0.1898189322483071,0.00016718722930385513,3.923503219634562e-06,4,base,702.6740688004629
solver_full_r5,a5,solver_full,0.2355866288512163,mlp_up,module,0.12080633312274572,896532480,0.1812865580524912,0.00017192371041808128,4.0346576360261985e-06,5,base,702.6740688004629
questioner_full_r1,q1,questioner_full,5.37058796871515e-07,normalization,module,0.00011557918548932205,196096,,1.869006163978587e-07,2.6100285751014905e-07,1,base,618.399166984482
questioner_full_r2,q2,questioner_full,1.8508292276106466e-07,normalization,module,0.000439049279651888,196096,0.005843405466744475,7.099771524480489e-07,9.91468455948776e-07,2,q1,618.399166984482
questioner_full_r3,q3,questioner_full,1.9863700499631077e-07,normalization,module,0.00046184510396211963,196096,0.015295030309571246,7.468397899366055e-07,1.0429463692000287e-06,3,q2,618.3991669770604
questioner_full_r4,q4,questioner_full,2.820316122169078e-07,normalization,module,0.0005550664421766413,196096,-0.0055422205382941,8.975860120209881e-07,1.2534603605549694e-06,4,q3,618.3991670356627
questioner_full_r5,q5,questioner_full,3.3675690090369324e-07,normalization,module,0.0006076343813846006,196096,0.02480698213026442,9.825924965394562e-07,1.3721701636099904e-06,5,q4,618.3991670245783
solver_rank1_r1,r1,solver_rank1,5.692034376951488e-07,normalization,module,0.00017422109316193618,196096,,2.817291847456645e-07,3.934289981478391e-07,1,base,618.399166984482
solver_rank1_r2,r2,solver_rank1,4.831217037385327e-07,normalization,module,0.00016422021894483969,196096,0.4095424807813625,2.655569860251131e-07,3.7084485605330155e-07,2,base,618.399166984482
solver_rank1_r3,r3,solver_rank1,4.87296042232455e-07,normalization,module,0.00015864367847340612,196096,0.3792666441985465,2.5653928230046777e-07,3.5825181871787556e-07,3,base,618.399166984482
solver_rank1_r4,r4,solver_rank1,5.259185422843597e-07,normalization,module,0.00015929777603075515,196096,0.42098794633817205,2.575970094001639e-07,3.5972891280567114e-07,4,base,618.399166984482
solver_rank1_r5,r5,solver_rank1,4.1576686580114735e-07,normalization,module,0.00014326959874317213,196096,0.3263616679911919,2.3167818844550176e-07,3.2353381370519405e-07,5,base,618.399166984482
solver_full_r1,a1,solver_full,5.065405933779636e-07,normalization,module,0.00017888143226766693,196096,,2.892653189362329e-07,4.039530541741241e-07,1,base,618.399166984482
solver_full_r2,a2,solver_full,4.258467329133782e-07,normalization,module,0.00017123467847377947,196096,0.3991843636237676,2.768999177485574e-07,3.866850263503289e-07,2,base,618.399166984482
solver_full_r3,a3,solver_full,4.0298594449284277e-07,normalization,module,0.00016184058139796583,196096,0.3604715521962913,2.617089253000676e-07,3.654711185854086e-07,3,base,618.399166984482
solver_full_r4,a4,solver_full,4.3258704416431937e-07,normalization,module,0.00016254708147155991,196096,0.3936832489262486,2.6285139138235424e-07,3.670665489153465e-07,4,base,618.399166984482
solver_full_r5,a5,solver_full,3.633183036885082e-07,normalization,module,0.00015002306098949427,196096,0.2734478442507342,2.425990670735475e-07,3.3878459555587454e-07,5,base,618.399166984482
